Feature	Gain	Cover	Frequency
Visa_mpagominimo_rank_tend6	0.00129949045860522	0.00233490360052241	0.00201418803250301
minversion1_pesos_rank_delta1	0.00129930246104875	0.000589071678592026	0.00223597872123703
mcheques_depositados_rechazados_rank_delta1	0.00129919879158176	0.000791721565641325	0.00223105003926517
mprestamos_hipotecarios_rank_delta1	0.00129892668411212	0.000669332199938474	0.00223597872123703
vm_fechaalta	0.00129820096883091	0.00136500392147199	0.00167082318846294
vm_mpagosdolares_rank_delta1	0.0012970789979891	0.000611408540379616	0.00227869396499321
matm_rank	0.00129612808116921	0.000815222940570839	0.0021817632195465
Master_mconsumospesos_rank_delta1	0.00129314845864431	0.000590657433058151	0.00217601309057932
matm_rank_delta1	0.00129256683039674	0.000761609662058528	0.00231483763278691
Visa_mpagado_rank_delta1	0.00128856957473495	0.000829279166906877	0.00214151231677625
mcaja_ahorro_rank_lag1	0.00128799698257389	0.00224091241005878	0.00163714386165518
Master_mpagosdolares_rank_lag1	0.00128700355506129	0.000789700434042083	0.00200925935053115
mttarjeta_visa_debitos_automaticos_rank_delta1	0.00128561630153164	0.00282876349479457	0.00227869396499321
Master_mpagominimo_rank_delta1	0.00128323102412077	0.000744362009464385	0.00220558518241052
ctransferencias_emitidas_tend6	0.00128198872470333	0.000892717613121087	0.00135949477724
Master_mconsumosdolares_rank	0.00127552672179404	0.000658349688175656	0.00207333221616542
vm_mpagado_rank_delta1	0.00127148503594958	0.000781368140736677	0.00236166011151964
mpasivos_margen_rank_delta1	0.00126877190688606	0.0013021931456443	0.00191561439306567
Master_mconsumosdolares_rank_delta1	0.0012658127733221	0.000594423137393842	0.00230744460982911
mcaja_ahorro_adicional_rank_delta1	0.00126481702481489	0.000844907821312495	0.00227705107100259
ctrx_quarter_normalizado_delta1	0.00126218768768208	0.00121565597824782	0.00126995705475109
mautoservicio_rank	0.00125721092961767	0.00199228498064172	0.00182525522358144
mtransferencias_emitidas_rank_lag1	0.00125527102481357	0.000920541307929628	0.00193697201494376
Visa_mpagosdolares_rank_delta1	0.00125102429542468	0.000582136864653616	0.00194436503790156
vm_mconsumosdolares_rank_lag1	0.00125047298592451	0.00147496689937159	0.00224419319119015
Master_mpagominimo_rank_lag1	0.00124966723879278	0.000492794476330576	0.00151228391836788
Visa_mconsumototal_rank_tend6	0.00124589001207016	0.000663578925709374	0.00207415366316073
cproductos	0.00124585729606979	0.00309998489005751	0.00102927308512491
