envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
13095	59451000	59955000	59235000	58635000	59475000	59955000	59319089.9550225
13096	59472000	59952000	59352000	58632000	59472000	59952000	59318992.5037481
13097	59469000	59949000	59349000	58629000	59469000	59949000	59318895.0524738
13098	59466000	59946000	59346000	58626000	59466000	59946000	59318785.6071964
13099	59463000	59943000	59343000	58623000	59463000	59943000	59318676.161919
13100	59460000	59940000	59340000	58620000	59460000	59940000	59318566.7166417
13101	59457000	59937000	59337000	58617000	59457000	59937000	59318457.2713643
13102	59454000	59934000	59334000	58614000	59454000	59934000	59318347.826087
13103	59451000	59931000	59331000	58611000	59451000	59931000	59318238.3808096
13104	59448000	59928000	59328000	58608000	59448000	59928000	59318128.9355322
13105	59445000	59925000	59325000	58605000	59445000	59925000	59318007.4962519
13106	59442000	59922000	59322000	58602000	59442000	59922000	59317886.0569715
13107	59439000	59919000	59319000	58599000	59439000	59919000	59317752.6236882
13108	59436000	59916000	59316000	58596000	59436000	59916000	59317619.1904048
13109	59433000	59913000	59313000	58593000	59433000	59913000	59317485.7571214
13110	59430000	59910000	59310000	58590000	59430000	59910000	59317352.3238381
13111	59427000	59907000	59307000	58587000	59427000	59907000	59317218.8905547
13112	59424000	59904000	59304000	58584000	59424000	59904000	59317085.4572714
13113	59421000	59901000	59301000	58581000	59421000	59901000	59316952.023988
13114	59442000	59898000	59298000	58578000	59418000	60018000	59316818.5907047
13115	59463000	59895000	59415000	58575000	59415000	60015000	59316685.1574213
13116	59484000	59892000	59532000	58572000	59412000	60012000	59316539.7301349
13117	59481000	59889000	59529000	58569000	59409000	60009000	59316406.2968516
13118	59502000	59886000	59526000	58686000	59406000	60006000	59316284.8575712
13119	59499000	59883000	59523000	58683000	59403000	60003000	59316163.4182909
13120	59496000	59880000	59520000	58680000	59400000	6e+07	59316017.9910045
13121	59493000	59877000	59517000	58677000	59397000	59997000	59315872.5637181
13122	59490000	59874000	59514000	58674000	59394000	59994000	59315739.1304348
13123	59487000	59871000	59511000	58671000	59391000	59991000	59315605.6971514
13124	59484000	59868000	59508000	58668000	59388000	59988000	59315472.2638681
13125	59481000	59865000	59505000	58665000	59385000	59985000	59315338.8305847
13126	59478000	59862000	59502000	58662000	59382000	59982000	59315205.3973013
13127	59475000	59859000	59499000	58659000	59379000	59979000	59315071.964018
13128	59472000	59856000	59496000	58656000	59376000	59976000	59314938.5307346
13129	59469000	59853000	59493000	58653000	59373000	59973000	59314805.0974513
13130	59466000	59850000	59490000	58650000	59370000	59970000	59314671.6641679
13131	59463000	59847000	59487000	58647000	59367000	59967000	59314538.2308846
13132	59460000	59844000	59484000	58644000	59364000	59964000	59314392.8035982
13133	59457000	59841000	59481000	58641000	59361000	59961000	59314247.3763118
13134	59478000	59838000	59478000	58638000	59358000	60078000	59314101.9490255
13135	59475000	59835000	59475000	58635000	59355000	60075000	59313968.5157421
13136	59472000	59832000	59472000	58632000	59352000	60072000	59313835.0824588
13137	59469000	59829000	59469000	58629000	59349000	60069000	59313701.6491754
13138	59466000	59826000	59466000	58626000	59346000	60066000	59313568.2158921
13139	59463000	59823000	59463000	58623000	59343000	60063000	59313434.7826087
13140	59484000	59820000	59460000	58620000	59460000	60060000	59313301.3493253
13141	59481000	59817000	59457000	58617000	59457000	60057000	59313167.916042
13142	59478000	59814000	59454000	58614000	59454000	60054000	59313046.4767616
13143	59475000	59811000	59451000	58611000	59451000	60051000	59312937.0314843
13144	59472000	59808000	59448000	58608000	59448000	60048000	59312827.5862069
13145	59493000	59925000	59445000	58605000	59445000	60045000	59312718.1409295
13146	59490000	59922000	59442000	58602000	59442000	60042000	59312608.6956522
13147	59487000	59919000	59439000	58599000	59439000	60039000	59312499.2503748
13148	59484000	59916000	59436000	58596000	59436000	60036000	59312389.8050975
13149	59481000	59913000	59433000	58593000	59433000	60033000	59312280.3598201
13150	59478000	59910000	59430000	58590000	59430000	60030000	59312170.9145427
13151	59499000	60027000	59427000	58587000	59427000	60027000	59312061.4692654
13152	59496000	60024000	59424000	58584000	59424000	60024000	59311952.023988
13153	59493000	60021000	59421000	58581000	59421000	60021000	59311830.5847076
13154	59490000	60018000	59418000	58578000	59418000	60018000	59311709.1454273
13155	59487000	60015000	59415000	58575000	59415000	60015000	59311587.7061469
13156	59484000	60012000	59412000	58572000	59412000	60012000	59311466.2668666
13157	59481000	60009000	59409000	58569000	59409000	60009000	59311332.8335832
13158	59478000	60006000	59406000	58566000	59406000	60006000	59311199.4002998
13159	59475000	60003000	59403000	58563000	59403000	60003000	59311065.9670165
13160	59472000	6e+07	59400000	58560000	59400000	6e+07	59310932.5337331
13161	59469000	59997000	59397000	58557000	59397000	59997000	59310799.1004498
13162	59466000	59994000	59394000	58554000	59394000	59994000	59310665.6671664
13163	59463000	59991000	59391000	58551000	59391000	59991000	59310520.2398801
13164	59460000	59988000	59388000	58548000	59388000	59988000	59310374.8125937
13165	59457000	59985000	59385000	58545000	59385000	59985000	59310229.3853073
13166	59454000	59982000	59382000	58542000	59382000	59982000	59310071.964018
13167	59499000	59979000	59499000	58659000	59379000	59979000	59309926.5367316
13168	59496000	59976000	59496000	58656000	59376000	59976000	59309793.1034483
13169	59493000	59973000	59493000	58653000	59373000	59973000	59309659.6701649
13170	59490000	59970000	59490000	58650000	59370000	59970000	59309526.2368816
13171	59487000	59967000	59487000	58647000	59367000	59967000	59309380.8095952
13172	59484000	59964000	59484000	58644000	59364000	59964000	59309235.3823089
13173	59505000	59961000	59481000	58641000	59361000	60081000	59309089.9550225
13174	59502000	59958000	59478000	58638000	59358000	60078000	59308944.5277361
13175	59499000	59955000	59475000	58635000	59355000	60075000	59308799.1004498
13176	59520000	59952000	59472000	58752000	59352000	60072000	59308641.6791604
13177	59517000	59949000	59469000	58749000	59349000	60069000	59308484.2578711
13178	59514000	59946000	59466000	58746000	59346000	60066000	59308326.8365817
13179	59511000	59943000	59463000	58743000	59343000	60063000	59308157.4212894
13180	59508000	59940000	59460000	58740000	59340000	60060000	59307988.005997
13181	59505000	59937000	59457000	58737000	59337000	60057000	59307818.5907047
13182	59526000	59934000	59454000	58854000	59334000	60054000	59307649.1754123
13183	59523000	59931000	59451000	58851000	59331000	60051000	59307491.7541229
13184	59520000	59928000	59448000	58848000	59328000	60048000	59307334.3328336
13185	59517000	59925000	59445000	58845000	59325000	60045000	59307176.9115442
13186	59514000	59922000	59442000	58842000	59322000	60042000	59307019.4902549
13187	59511000	59919000	59439000	58839000	59319000	60039000	59306862.0689655
13188	59508000	59916000	59436000	58836000	59316000	60036000	59306704.6476762
13189	59529000	60033000	59433000	58833000	59313000	60033000	59306547.2263868
13190	59526000	60030000	59430000	58830000	59310000	60030000	59306389.8050975
13191	59523000	60027000	59427000	58827000	59307000	60027000	59306232.3838081
13192	59520000	60024000	59424000	58824000	59304000	60024000	59306074.9625187
13193	59517000	60021000	59421000	58821000	59301000	60021000	59305917.5412294
13194	59514000	60018000	59418000	58818000	59298000	60018000	59305760.11994
13195	59535000	60015000	59415000	58815000	59415000	60015000	59305602.6986507
13196	59532000	60012000	59412000	58812000	59412000	60012000	59305445.2773613
13197	59529000	60009000	59409000	58809000	59409000	60009000	59305287.856072
13198	59526000	60006000	59406000	58806000	59406000	60006000	59305118.4407796
13199	59523000	60003000	59403000	58803000	59403000	60003000	59304949.0254873
13200	59520000	6e+07	59400000	58800000	59400000	6e+07	59304779.6101949
13201	59517000	59997000	59397000	58797000	59397000	59997000	59304610.1949025
13202	59514000	59994000	59394000	58794000	59394000	59994000	59304440.7796102
13203	59511000	59991000	59391000	58791000	59391000	59991000	59304283.3583208
13204	59508000	59988000	59388000	58788000	59388000	59988000	59304125.9370315
13205	59505000	59985000	59385000	58785000	59385000	59985000	59303968.5157421
13206	59502000	59982000	59382000	58782000	59382000	59982000	59303811.0944528
13207	59499000	59979000	59379000	58779000	59379000	59979000	59303653.6731634
13208	59496000	59976000	59376000	58776000	59376000	59976000	59303496.2518741
13209	59493000	59973000	59373000	58773000	59373000	59973000	59303338.8305847
13210	59490000	59970000	59370000	58770000	59370000	59970000	59303169.4152924
13211	59487000	59967000	59367000	58767000	59367000	59967000	59303000
13212	59484000	59964000	59364000	58764000	59364000	59964000	59302818.5907046
13213	59481000	59961000	59361000	58761000	59361000	59961000	59302637.1814093
13214	59478000	59958000	59358000	58758000	59358000	59958000	59302455.7721139
13215	59475000	59955000	59355000	58755000	59355000	59955000	59302274.3628186
13216	59472000	59952000	59352000	58752000	59352000	59952000	59302092.9535232
13217	59493000	59949000	59349000	58869000	59349000	59949000	59301935.5322339
13218	59490000	59946000	59346000	58866000	59346000	59946000	59301778.1109445
13219	59487000	59943000	59343000	58863000	59343000	59943000	59301620.6896552
13220	59484000	59940000	59340000	58860000	59340000	59940000	59301463.2683658
13221	59481000	59937000	59337000	58857000	59337000	59937000	59301305.8470765
13222	59502000	60054000	59334000	58854000	59334000	59934000	59301148.4257871
13223	59523000	60051000	59331000	58851000	59451000	59931000	59300979.0104948
13224	59520000	60048000	59328000	58848000	59448000	59928000	59300809.5952024
13225	59541000	60045000	59325000	58965000	59445000	59925000	59300640.17991
13226	59538000	60042000	59322000	58962000	59442000	59922000	59300470.7646177
13227	59535000	60039000	59319000	58959000	59439000	59919000	59300301.3493253
13228	59532000	60036000	59316000	58956000	59436000	59916000	59300131.934033
13229	59529000	60033000	59313000	58953000	59433000	59913000	59299962.5187406
13230	59526000	60030000	59310000	58950000	59430000	59910000	59299793.1034483
13231	59523000	60027000	59307000	58947000	59427000	59907000	59299635.6821589
13232	59520000	60024000	59304000	58944000	59424000	59904000	59299478.2608696
13233	59517000	60021000	59301000	58941000	59421000	59901000	59299320.8395802
13234	59538000	60018000	59298000	58938000	59538000	59898000	59299151.4242879
13235	59559000	60015000	59415000	58935000	59535000	59895000	59298994.0029985
13236	59556000	60012000	59412000	58932000	59532000	59892000	59298836.5817091
13237	59553000	60009000	59409000	58929000	59529000	59889000	59298679.1604198
13238	59550000	60006000	59406000	58926000	59526000	59886000	59298521.7391304
13239	59571000	60003000	59523000	58923000	59523000	59883000	59298364.3178411
13240	59568000	6e+07	59520000	58920000	59520000	59880000	59298206.8965517
13241	59565000	59997000	59517000	58917000	59517000	59877000	59298049.4752624
13242	59562000	59994000	59514000	58914000	59514000	59874000	59297892.053973
13243	59583000	59991000	59511000	58911000	59631000	59871000	59297734.6326837
13244	59580000	59988000	59508000	58908000	59628000	59868000	59297577.2113943
13245	59577000	59985000	59505000	58905000	59625000	59865000	59297419.790105
13246	59574000	59982000	59502000	58902000	59622000	59862000	59297262.3688156
13247	59571000	59979000	59499000	58899000	59619000	59859000	59297092.9535232
13248	59568000	59976000	59496000	58896000	59616000	59856000	59296923.5382309
13249	59565000	59973000	59493000	58893000	59613000	59853000	59296754.1229385
13250	59562000	59970000	59490000	58890000	59610000	59850000	59296584.7076462
13251	59559000	59967000	59487000	58887000	59607000	59847000	59296415.2923538
13252	59556000	59964000	59484000	58884000	59604000	59844000	59296245.8770615
13253	59553000	59961000	59481000	58881000	59601000	59841000	59296076.4617691
13254	59550000	59958000	59478000	58878000	59598000	59838000	59295907.0464768
13255	59547000	59955000	59475000	58875000	59595000	59835000	59295749.6251874
13256	59544000	59952000	59472000	58872000	59592000	59832000	59295592.203898
13257	59541000	59949000	59469000	58869000	59589000	59829000	59295434.7826087
13258	59538000	59946000	59466000	58866000	59586000	59826000	59295277.3613193
13259	59535000	59943000	59463000	58863000	59583000	59823000	59295119.94003
13260	59532000	59940000	59460000	58860000	59580000	59820000	59294962.5187406
13261	59553000	59937000	59457000	58857000	59697000	59817000	59294805.0974513
13262	59550000	59934000	59454000	58854000	59694000	59814000	59294635.6821589
13263	59547000	59931000	59451000	58851000	59691000	59811000	59294466.2668666
13264	59544000	59928000	59448000	58848000	59688000	59808000	59294308.8455772
13265	59541000	59925000	59445000	58845000	59685000	59805000	59294151.4242879
13266	59538000	59922000	59442000	58842000	59682000	59802000	59293994.0029985
13267	59535000	59919000	59439000	58839000	59679000	59799000	59293836.5817092
13268	59532000	59916000	59436000	58836000	59676000	59796000	59293679.1604198
13269	59529000	59913000	59433000	58833000	59673000	59793000	59293521.7391304
13270	59526000	59910000	59430000	58830000	59670000	59790000	59293364.3178411
13271	59523000	59907000	59427000	58827000	59667000	59787000	59293206.8965517
13272	59520000	59904000	59424000	58824000	59664000	59784000	59293049.4752624
13273	59517000	59901000	59421000	58821000	59661000	59781000	59292904.047976
13274	59514000	59898000	59418000	58818000	59658000	59778000	59292746.6266867
13275	59511000	59895000	59415000	58815000	59655000	59775000	59292589.2053973
13276	59508000	59892000	59412000	58812000	59652000	59772000	59292431.7841079
13277	59529000	59889000	59409000	58809000	59769000	59769000	59292262.3688156
13278	59526000	59886000	59406000	58806000	59766000	59766000	59292092.9535232
13279	59523000	59883000	59403000	58803000	59763000	59763000	59291923.5382309
13280	59520000	59880000	59400000	58800000	59760000	59760000	59291754.1229385
