envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
12695	59451000	60075000	58995000	58515000	59355000	60315000	59335329.8350825
12696	59472000	60072000	58992000	58632000	59352000	60312000	59335328.3358321
12697	59469000	60069000	58989000	58629000	59349000	60309000	59335326.8365817
12698	59490000	60066000	58986000	58626000	59466000	60306000	59335325.3373313
12699	59511000	60063000	59103000	58623000	59463000	60303000	59335323.838081
12700	59508000	60060000	59100000	58620000	59460000	60300000	59335322.3388306
12701	59505000	60057000	59097000	58617000	59457000	60297000	59335308.8455772
12702	59502000	60054000	59094000	58614000	59454000	60294000	59335283.3583208
12703	59499000	60051000	59091000	58611000	59451000	60291000	59335257.8710645
12704	59496000	60048000	59088000	58608000	59448000	60288000	59335232.3838081
12705	59493000	60045000	59085000	58605000	59445000	60285000	59335206.8965517
12706	59490000	60042000	59082000	58602000	59442000	60282000	59335181.4092954
12707	59487000	60039000	59079000	58599000	59439000	60279000	59335143.928036
12708	59508000	60036000	59076000	58596000	59436000	60396000	59335106.4467766
12709	59505000	60033000	59073000	58593000	59433000	60393000	59335068.9655172
12710	59502000	60030000	59070000	58590000	59430000	60390000	59335031.4842579
12711	59499000	60027000	59067000	58587000	59427000	60387000	59334994.0029985
12712	59496000	60024000	59064000	58584000	59424000	60384000	59334956.5217391
12713	59493000	60021000	59061000	58581000	59421000	60381000	59334931.0344828
12714	59490000	60018000	59058000	58578000	59418000	60378000	59334905.5472264
12715	59487000	60015000	59055000	58575000	59415000	60375000	59334868.065967
12716	59484000	60012000	59052000	58572000	59412000	60372000	59334830.5847076
12717	59481000	60009000	59049000	58569000	59409000	60369000	59334781.1094453
12718	59478000	60006000	59046000	58566000	59406000	60366000	59334743.6281859
12719	59475000	60003000	59043000	58563000	59403000	60363000	59334706.1469265
12720	59472000	6e+07	59040000	58560000	59400000	60360000	59334668.6656672
12721	59469000	59997000	59037000	58557000	59397000	60357000	59334631.1844078
12722	59466000	59994000	59034000	58554000	59394000	60354000	59334593.7031484
12723	59463000	59991000	59031000	58551000	59391000	60351000	59334568.2158921
12724	59460000	59988000	59028000	58548000	59388000	60348000	59334542.7286357
12725	59457000	59985000	59025000	58545000	59385000	60345000	59334517.2413793
12726	59454000	59982000	59022000	58542000	59382000	60342000	59334491.7541229
12727	59451000	59979000	59019000	58539000	59379000	60339000	59334466.2668666
12728	59472000	60096000	59016000	58536000	59376000	60336000	59334440.7796102
12729	59469000	60093000	59013000	58533000	59373000	60333000	59334427.2863568
12730	59466000	60090000	59010000	58530000	59370000	60330000	59334413.7931034
12731	59463000	60087000	59007000	58527000	59367000	60327000	59334400.2998501
12732	59460000	60084000	59004000	58524000	59364000	60324000	59334386.8065967
12733	59457000	60081000	59001000	58521000	59361000	60321000	59334373.3133433
12734	59454000	60078000	58998000	58518000	59358000	60318000	59334359.82009
12735	59475000	60075000	58995000	58515000	59475000	60315000	59334346.3268366
12736	59496000	60072000	58992000	58512000	59592000	60312000	59334332.8335832
12737	59517000	60069000	59109000	58509000	59589000	60309000	59334319.3403298
12738	59514000	60066000	59106000	58506000	59586000	60306000	59334317.8410795
12739	59511000	60063000	59103000	58503000	59583000	60303000	59334316.3418291
12740	59508000	60060000	59100000	58500000	59580000	60300000	59334326.8365817
12741	59505000	60057000	59097000	58497000	59577000	60297000	59334337.3313343
12742	59502000	60054000	59094000	58494000	59574000	60294000	59334347.826087
12743	59499000	60051000	59091000	58491000	59571000	60291000	59334358.3208396
12744	59496000	60048000	59088000	58488000	59568000	60288000	59334380.8095952
12745	59493000	60045000	59085000	58485000	59565000	60285000	59334415.2923538
12746	59490000	60042000	59082000	58482000	59562000	60282000	59334449.7751124
12747	59487000	60039000	59079000	58479000	59559000	60279000	59334484.2578711
12748	59508000	60036000	59076000	58596000	59556000	60276000	59334518.7406297
12749	59505000	60033000	59073000	58593000	59553000	60273000	59334553.2233883
12750	59526000	60030000	59190000	58590000	59550000	60270000	59334587.7061469
12751	59523000	60027000	59187000	58587000	59547000	60267000	59334634.1829085
12752	59520000	60024000	59184000	58584000	59544000	60264000	59334692.6536732
12753	59517000	60021000	59181000	58581000	59541000	60261000	59334751.1244378
12754	59514000	60018000	59178000	58578000	59538000	60258000	59334821.5892054
12755	59511000	60015000	59175000	58575000	59535000	60255000	59334892.053973
12756	59508000	60012000	59172000	58572000	59532000	60252000	59334962.5187406
12757	59505000	60009000	59169000	58569000	59529000	60249000	59335032.9835082
12758	59502000	60006000	59166000	58566000	59526000	60246000	59335103.4482759
12759	59499000	60003000	59163000	58563000	59523000	60243000	59335173.9130435
12760	59496000	6e+07	59160000	58560000	59520000	60240000	59335220.3898051
12761	59493000	59997000	59157000	58557000	59517000	60237000	59335266.8665667
12762	59490000	59994000	59154000	58554000	59514000	60234000	59335301.3493253
12763	59511000	59991000	59151000	58671000	59511000	60231000	59335335.832084
12764	59508000	59988000	59148000	58668000	59508000	60228000	59335370.3148426
12765	59505000	59985000	59145000	58665000	59505000	60225000	59335404.7976012
12766	59502000	59982000	59142000	58662000	59502000	60222000	59335439.2803598
12767	59499000	59979000	59139000	58659000	59499000	60219000	59335473.7631184
12768	59496000	59976000	59136000	58656000	59496000	60216000	59335508.2458771
12769	59493000	59973000	59133000	58653000	59493000	60213000	59335542.7286357
12770	59490000	59970000	59130000	58650000	59490000	60210000	59335577.2113943
12771	59487000	59967000	59127000	58647000	59487000	60207000	59335611.6941529
12772	59484000	59964000	59124000	58644000	59484000	60204000	59335646.1769116
12773	59529000	59961000	59241000	58641000	59601000	60201000	59335680.6596702
12774	59526000	59958000	59238000	58638000	59598000	60198000	59335715.1424288
12775	59523000	59955000	59235000	58635000	59595000	60195000	59335749.6251874
12776	59520000	59952000	59232000	58632000	59592000	60192000	59335784.107946
12777	59517000	59949000	59229000	58629000	59589000	60189000	59335806.5967017
12778	59514000	59946000	59226000	58626000	59586000	60186000	59335829.0854573
12779	59511000	59943000	59223000	58623000	59583000	60183000	59335851.5742129
12780	59508000	59940000	59220000	58620000	59580000	60180000	59335862.0689655
12781	59505000	59937000	59217000	58617000	59577000	60177000	59335872.5637181
12782	59526000	60054000	59214000	58614000	59574000	60174000	59335871.0644678
12783	59547000	60171000	59211000	58611000	59571000	60171000	59335869.5652174
12784	59568000	60288000	59208000	58608000	59568000	60168000	59335856.071964
12785	59565000	60285000	59205000	58605000	59565000	60165000	59335842.5787107
12786	59562000	60282000	59202000	58602000	59562000	60162000	59335829.0854573
12787	59559000	60279000	59199000	58599000	59559000	60159000	59335827.5862069
12788	59556000	60276000	59196000	58596000	59556000	60156000	59335826.0869565
12789	59577000	60273000	59193000	58593000	59673000	60153000	59335824.5877062
12790	59574000	60270000	59190000	58590000	59670000	60150000	59335823.0884558
12791	59571000	60267000	59187000	58587000	59667000	60147000	59335821.5892054
12792	59568000	60264000	59184000	58584000	59664000	60144000	59335820.089955
12793	59565000	60261000	59181000	58581000	59661000	60141000	59335818.5907047
12794	59562000	60258000	59178000	58578000	59658000	60138000	59335829.0854573
12795	59559000	60255000	59175000	58575000	59655000	60135000	59335839.5802099
12796	59556000	60252000	59172000	58572000	59652000	60132000	59335838.0809595
12797	59577000	60249000	59169000	58569000	59769000	60129000	59335848.5757121
12798	59574000	60246000	59166000	58566000	59766000	60126000	59335847.0764618
12799	59571000	60243000	59163000	58563000	59763000	60123000	59335845.5772114
12800	59568000	60240000	59160000	58560000	59760000	60120000	59335844.077961
12801	59565000	60237000	59157000	58557000	59757000	60117000	59335842.5787107
12802	59562000	60234000	59154000	58554000	59754000	60114000	59335841.0794603
12803	59559000	60231000	59151000	58551000	59751000	60111000	59335851.5742129
12804	59556000	60228000	59148000	58548000	59748000	60108000	59335862.0689655
12805	59553000	60225000	59145000	58545000	59745000	60105000	59335872.5637181
12806	59550000	60222000	59142000	58542000	59742000	60102000	59335883.0584708
12807	59547000	60219000	59139000	58539000	59739000	60099000	59335893.5532234
12808	59544000	60216000	59136000	58536000	59736000	60096000	59335904.047976
12809	59565000	60213000	59133000	58533000	59853000	60093000	59335914.5427286
12810	59562000	60210000	59130000	58530000	59850000	60090000	59335913.0434783
12811	59583000	60207000	59127000	58527000	59847000	60207000	59335911.5442279
12812	59580000	60204000	59124000	58524000	59844000	60204000	59335910.0449775
12813	59577000	60201000	59121000	58521000	59841000	60201000	59335908.5457271
12814	59574000	60198000	59118000	58518000	59838000	60198000	59335907.0464768
12815	59571000	60195000	59115000	58515000	59835000	60195000	59335905.5472264
12816	59592000	60192000	59112000	58512000	59832000	60312000	59335904.047976
12817	59589000	60189000	59109000	58509000	59829000	60309000	59335902.5487256
12818	59610000	60186000	59226000	58506000	59826000	60306000	59335901.0494753
12819	59607000	60183000	59223000	58503000	59823000	60303000	59335887.5562219
12820	59604000	60180000	59220000	58500000	59820000	60300000	59335862.0689655
12821	59601000	60177000	59217000	58497000	59817000	60297000	59335836.5817092
12822	59598000	60174000	59214000	58494000	59814000	60294000	59335811.0944528
12823	59595000	60171000	59211000	58491000	59811000	60291000	59335785.6071964
12824	59592000	60168000	59208000	58488000	59808000	60288000	59335760.11994
12825	59589000	60165000	59205000	58485000	59805000	60285000	59335734.6326837
12826	59586000	60162000	59202000	58482000	59802000	60282000	59335709.1454273
12827	59583000	60159000	59199000	58479000	59799000	60279000	59335683.6581709
12828	59580000	60156000	59196000	58476000	59796000	60276000	59335658.1709146
12829	59577000	60153000	59193000	58473000	59793000	60273000	59335632.6836582
12830	59574000	60150000	59190000	58470000	59790000	60270000	59335619.1904048
12831	59571000	60147000	59187000	58467000	59787000	60267000	59335605.6971514
12832	59568000	60144000	59184000	58464000	59784000	60264000	59335592.2038981
12833	59565000	60141000	59181000	58461000	59781000	60261000	59335578.7106447
12834	59562000	60138000	59178000	58458000	59778000	60258000	59335565.2173913
12835	59559000	60135000	59175000	58455000	59775000	60255000	59335539.7301349
12836	59556000	60132000	59172000	58452000	59772000	60252000	59335514.2428786
12837	59553000	60129000	59169000	58449000	59769000	60249000	59335476.7616192
12838	59574000	60126000	59166000	58566000	59766000	60246000	59335439.2803598
12839	59571000	60123000	59163000	58563000	59763000	60243000	59335401.7991005
12840	59592000	60240000	59160000	58560000	59760000	60240000	59335376.3118441
12841	59589000	60237000	59157000	58557000	59757000	60237000	59335350.8245877
12842	59586000	60234000	59154000	58554000	59754000	60234000	59335325.3373313
12843	59607000	60231000	59151000	58671000	59751000	60231000	59335299.850075
12844	59604000	60228000	59148000	58668000	59748000	60228000	59335286.3568216
12845	59625000	60225000	59265000	58665000	59745000	60225000	59335272.8635682
12846	59646000	60222000	59262000	58662000	59742000	60342000	59335259.3703148
12847	59643000	60219000	59259000	58659000	59739000	60339000	59335233.8830585
12848	59640000	60216000	59256000	58656000	59736000	60336000	59335208.3958021
12849	59661000	60213000	59253000	58773000	59733000	60333000	59335182.9085457
12850	59682000	60210000	59250000	58890000	59730000	60330000	59335157.4212894
12851	59679000	60207000	59247000	58887000	59727000	60327000	59335131.934033
12852	59676000	60204000	59244000	58884000	59724000	60324000	59335106.4467766
12853	59673000	60201000	59241000	58881000	59721000	60321000	59335080.9595202
12854	59670000	60198000	59238000	58878000	59718000	60318000	59335055.4722639
12855	59667000	60195000	59235000	58875000	59715000	60315000	59335029.9850075
12856	59664000	60192000	59232000	58872000	59712000	60312000	59334992.5037481
12857	59661000	60189000	59229000	58869000	59709000	60309000	59334955.0224888
12858	59658000	60186000	59226000	58866000	59706000	60306000	59334905.5472264
12859	59655000	60183000	59223000	58863000	59703000	60303000	59334856.071964
12860	59652000	60180000	59220000	58860000	59700000	60300000	59334818.5907047
12861	59649000	60177000	59217000	58857000	59697000	60297000	59334781.1094453
12862	59646000	60174000	59214000	58854000	59694000	60294000	59334743.6281859
12863	59643000	60171000	59211000	58851000	59691000	60291000	59334706.1469265
12864	59640000	60168000	59208000	58848000	59688000	60288000	59334680.6596702
12865	59637000	60165000	59205000	58845000	59685000	60285000	59334655.1724138
12866	59634000	60162000	59202000	58842000	59682000	60282000	59334629.6851574
12867	59631000	60159000	59199000	58839000	59679000	60279000	59334604.197901
12868	59628000	60156000	59196000	58836000	59676000	60276000	59334578.7106447
12869	59625000	60153000	59193000	58833000	59673000	60273000	59334541.2293853
12870	59622000	60150000	59190000	58830000	59670000	60270000	59334503.7481259
12871	59619000	60147000	59187000	58827000	59667000	60267000	59334466.2668666
12872	59616000	60144000	59184000	58824000	59664000	60264000	59334416.7916042
12873	59613000	60141000	59181000	58821000	59661000	60261000	59334367.3163418
12874	59610000	60138000	59178000	58818000	59658000	60258000	59334317.8410795
12875	59607000	60135000	59175000	58815000	59655000	60255000	59334280.3598201
12876	59604000	60132000	59172000	58812000	59652000	60252000	59334242.8785607
12877	59601000	60129000	59169000	58809000	59649000	60249000	59334205.3973013
12878	59598000	60126000	59166000	58806000	59646000	60246000	59334167.916042
12879	59595000	60123000	59163000	58803000	59643000	60243000	59334130.4347826
12880	59592000	60120000	59160000	58800000	59640000	60240000	59334092.9535232
12881	59589000	60117000	59157000	58797000	59637000	60237000	59334055.4722639
12882	59586000	60114000	59154000	58794000	59634000	60234000	59334017.9910045
12883	59583000	60111000	59151000	58791000	59631000	60231000	59333980.5097451
12884	59580000	60108000	59148000	58788000	59628000	60228000	59333943.0284858
12885	59577000	60105000	59145000	58785000	59625000	60225000	59333905.5472264
12886	59574000	60102000	59142000	58782000	59622000	60222000	59333868.065967
12887	59571000	60099000	59139000	58779000	59619000	60219000	59333842.5787106
12888	59568000	60096000	59136000	58776000	59616000	60216000	59333817.0914543
12889	59565000	60093000	59133000	58773000	59613000	60213000	59333791.6041979
12890	59562000	60090000	59130000	58770000	59610000	60210000	59333766.1169415
12891	59559000	60087000	59127000	58767000	59607000	60207000	59333740.6296852
12892	59556000	60084000	59124000	58764000	59604000	60204000	59333727.1364318
12893	59553000	60081000	59121000	58761000	59601000	60201000	59333713.6431784
12894	59550000	60078000	59118000	58758000	59598000	60198000	59333700.149925
12895	59547000	60075000	59115000	58755000	59595000	60195000	59333686.6566717
12896	59544000	60072000	59112000	58752000	59592000	60192000	59333673.1634183
12897	59541000	60069000	59109000	58749000	59589000	60189000	59333659.6701649
12898	59538000	60066000	59106000	58746000	59586000	60186000	59333646.1769115
12899	59535000	60063000	59103000	58743000	59583000	60183000	59333632.6836582
12900	59532000	60060000	59100000	58740000	59580000	60180000	59333619.1904048
12901	59529000	60057000	59097000	58737000	59577000	60177000	59333605.6971514
12902	59526000	60054000	59094000	58734000	59574000	60174000	59333592.203898
12903	59523000	60051000	59091000	58731000	59571000	60171000	59333578.7106447
12904	59520000	60048000	59088000	58728000	59568000	60168000	59333565.2173913
12905	59517000	60045000	59085000	58725000	59565000	60165000	59333539.7301349
12906	59514000	60042000	59082000	58722000	59562000	60162000	59333514.2428786
12907	59511000	60039000	59079000	58719000	59559000	60159000	59333476.7616192
12908	59508000	60036000	59076000	58716000	59556000	60156000	59333427.2863568
12909	59505000	60033000	59073000	58713000	59553000	60153000	59333365.8170915
12910	59502000	60030000	59070000	58710000	59550000	60150000	59333304.3478261
12911	59499000	60027000	59067000	58707000	59547000	60147000	59333242.8785607
12912	59496000	60024000	59064000	58704000	59544000	60144000	59333181.4092954
12913	59493000	60021000	59061000	58701000	59541000	60141000	59333119.94003
12914	59490000	60018000	59058000	58698000	59538000	60138000	59333058.4707646
12915	59487000	60015000	59055000	58695000	59535000	60135000	59332985.0074963
12916	59484000	60012000	59052000	58692000	59532000	60132000	59332911.5442279
12917	59481000	60009000	59049000	58689000	59529000	60129000	59332838.0809595
12918	59478000	60006000	59046000	58686000	59526000	60126000	59332764.6176912
12919	59475000	60003000	59043000	58683000	59523000	60123000	59332703.1484258
12920	59472000	6e+07	59040000	58680000	59520000	60120000	59332641.6791604
12921	59469000	59997000	59037000	58677000	59517000	60117000	59332568.2158921
12922	59466000	59994000	59034000	58674000	59514000	60114000	59332494.7526237
12923	59463000	59991000	59031000	58671000	59511000	60111000	59332421.2893553
12924	59460000	59988000	59028000	58668000	59508000	60108000	59332347.826087
12925	59457000	59985000	59025000	58665000	59505000	60105000	59332274.3628186
12926	59454000	59982000	59022000	58662000	59502000	60102000	59332200.8995502
12927	59475000	59979000	59139000	58659000	59499000	60099000	59332127.4362819
12928	59472000	59976000	59136000	58656000	59496000	60096000	59332053.9730135
12929	59469000	59973000	59133000	58653000	59493000	60093000	59331980.5097451
12930	59466000	59970000	59130000	58650000	59490000	60090000	59331907.0464768
12931	59487000	59967000	59127000	58647000	59487000	60207000	59331845.5772114
12932	59508000	59964000	59124000	58644000	59604000	60204000	59331772.113943
12933	59529000	59961000	59121000	58641000	59721000	60201000	59331698.6506747
12934	59526000	59958000	59118000	58638000	59718000	60198000	59331625.1874063
12935	59523000	59955000	59115000	58635000	59715000	60195000	59331551.7241379
12936	59520000	59952000	59112000	58632000	59712000	60192000	59331478.2608696
12937	59517000	59949000	59109000	58629000	59709000	60189000	59331404.7976012
12938	59514000	59946000	59106000	58626000	59706000	60186000	59331343.3283358
12939	59511000	59943000	59103000	58623000	59703000	60183000	59331281.8590705
12940	59508000	59940000	59100000	58620000	59700000	60180000	59331220.3898051
12941	59505000	59937000	59097000	58617000	59697000	60177000	59331158.9205397
12942	59502000	59934000	59094000	58614000	59694000	60174000	59331097.4512744
12943	59499000	59931000	59091000	58611000	59691000	60171000	59331035.982009
12944	59520000	59928000	59088000	58728000	59688000	60168000	59330974.5127436
12945	59517000	59925000	59085000	58725000	59685000	60165000	59330913.0434783
12946	59514000	59922000	59082000	58722000	59682000	60162000	59330851.5742129
12947	59511000	59919000	59079000	58719000	59679000	60159000	59330790.1049475
12948	59532000	59916000	59076000	58836000	59676000	60156000	59330728.6356822
12949	59529000	59913000	59073000	58833000	59673000	60153000	59330667.1664168
12950	59526000	59910000	59070000	58830000	59670000	60150000	59330605.6971514
12951	59523000	59907000	59067000	58827000	59667000	60147000	59330544.2278861
12952	59520000	59904000	59064000	58824000	59664000	60144000	59330482.7586207
12953	59517000	59901000	59061000	58821000	59661000	60141000	59330421.2893553
12954	59514000	59898000	59058000	58818000	59658000	60138000	59330359.82009
12955	59511000	59895000	59055000	58815000	59655000	60135000	59330298.3508246
12956	59532000	60012000	59052000	58812000	59652000	60132000	59330236.8815592
12957	59529000	60009000	59049000	58809000	59649000	60129000	59330175.4122939
12958	59526000	60006000	59046000	58806000	59646000	60126000	59330113.9430285
12959	59523000	60003000	59043000	58803000	59643000	60123000	59330052.4737631
12960	59520000	6e+07	59040000	58800000	59640000	60120000	59329991.0044978
12961	59517000	59997000	59037000	58797000	59637000	60117000	59329929.5352324
12962	59514000	59994000	59034000	58794000	59634000	60114000	59329868.065967
12963	59535000	59991000	59151000	58791000	59631000	60111000	59329806.5967017
12964	59532000	59988000	59148000	58788000	59628000	60108000	59329745.1274363
12965	59529000	59985000	59145000	58785000	59625000	60105000	59329695.6521739
12966	59526000	59982000	59142000	58782000	59622000	60102000	59329646.1769115
12967	59523000	59979000	59139000	58779000	59619000	60099000	59329596.7016492
12968	59520000	59976000	59136000	58776000	59616000	60096000	59329547.2263868
12969	59541000	60093000	59133000	58773000	59613000	60093000	59329497.7511244
12970	59538000	60090000	59130000	58770000	59610000	60090000	59329448.2758621
12971	59535000	60087000	59127000	58767000	59607000	60087000	59329398.8005997
12972	59532000	60084000	59124000	58764000	59604000	60084000	59329349.3253373
12973	59529000	60081000	59121000	58761000	59601000	60081000	59329299.850075
12974	59526000	60078000	59118000	58758000	59598000	60078000	59329250.3748126
12975	59523000	60075000	59115000	58755000	59595000	60075000	59329200.8995502
12976	59520000	60072000	59112000	58752000	59592000	60072000	59329163.4182909
12977	59517000	60069000	59109000	58749000	59589000	60069000	59329125.9370315
12978	59514000	60066000	59106000	58746000	59586000	60066000	59329088.4557721
12979	59511000	60063000	59103000	58743000	59583000	60063000	59329038.9805097
12980	59508000	60060000	59100000	58740000	59580000	60060000	59328989.5052474
12981	59505000	60057000	59097000	58737000	59577000	60057000	59328928.035982
12982	59502000	60054000	59094000	58734000	59574000	60054000	59328866.5667166
12983	59523000	60051000	59091000	58851000	59571000	60051000	59328805.0974513
12984	59520000	60048000	59088000	58848000	59568000	60048000	59328743.6281859
12985	59517000	60045000	59085000	58845000	59565000	60045000	59328682.1589205
12986	59514000	60042000	59082000	58842000	59562000	60042000	59328620.6896552
12987	59511000	60039000	59079000	58839000	59559000	60039000	59328559.2203898
12988	59508000	60036000	59076000	58836000	59556000	60036000	59328509.7451274
12989	59505000	60033000	59073000	58833000	59553000	60033000	59328448.2758621
12990	59502000	60030000	59070000	58830000	59550000	60030000	59328386.8065967
12991	59499000	60027000	59067000	58827000	59547000	60027000	59328325.3373313
12992	59496000	60024000	59064000	58824000	59544000	60024000	59328263.868066
12993	59493000	60021000	59061000	58821000	59541000	60021000	59328202.3988006
12994	59514000	60018000	59058000	58818000	59538000	60138000	59328140.9295352
12995	59511000	60015000	59055000	58815000	59535000	60135000	59328079.4602699
12996	59508000	60012000	59052000	58812000	59532000	60132000	59328017.9910045
12997	59505000	60009000	59049000	58809000	59529000	60129000	59327968.5157421
12998	59526000	60126000	59046000	58806000	59526000	60126000	59327907.0464768
12999	59523000	60123000	59043000	58803000	59523000	60123000	59327845.5772114
13000	59520000	60120000	59040000	58800000	59520000	60120000	59327784.107946
13001	59517000	60117000	59037000	58797000	59517000	60117000	59327722.6386807
13002	59538000	60114000	59034000	58914000	59514000	60114000	59327661.1694153
13003	59535000	60111000	59031000	58911000	59511000	60111000	59327599.7001499
13004	59532000	60108000	59028000	58908000	59508000	60108000	59327538.2308846
13005	59529000	60105000	59025000	58905000	59505000	60105000	59327476.7616192
13006	59526000	60102000	59022000	58902000	59502000	60102000	59327415.2923538
13007	59523000	60099000	59019000	58899000	59499000	60099000	59327353.8230885
13008	59520000	60096000	59016000	58896000	59496000	60096000	59327292.3538231
13009	59517000	60093000	59013000	58893000	59493000	60093000	59327230.8845577
13010	59514000	60090000	59010000	58890000	59490000	60090000	59327169.4152924
13011	59511000	60087000	59007000	58887000	59487000	60087000	59327095.952024
13012	59508000	60084000	59004000	58884000	59484000	60084000	59327022.4887556
13013	59505000	60081000	59001000	58881000	59481000	60081000	59326937.0314843
13014	59526000	60078000	58998000	58878000	59478000	60198000	59326851.5742129
13015	59523000	60075000	58995000	58875000	59475000	60195000	59326766.1169415
13016	59520000	60072000	58992000	58872000	59472000	60192000	59326680.6596702
13017	59517000	60069000	58989000	58869000	59469000	60189000	59326595.2023988
13018	59514000	60066000	58986000	58866000	59466000	60186000	59326509.7451274
13019	59511000	60063000	58983000	58863000	59463000	60183000	59326424.2878561
13020	59508000	60060000	58980000	58860000	59460000	60180000	59326338.8305847
13021	59505000	60057000	58977000	58857000	59457000	60177000	59326253.3733133
13022	59502000	60054000	58974000	58854000	59454000	60174000	59326155.922039
13023	59499000	60051000	58971000	58851000	59451000	60171000	59326058.4707646
13024	59496000	60048000	58968000	58848000	59448000	60168000	59325949.0254873
13025	59493000	60045000	58965000	58845000	59445000	60165000	59325851.5742129
13026	59490000	60042000	58962000	58842000	59442000	60162000	59325754.1229385
13027	59487000	60039000	58959000	58839000	59439000	60159000	59325656.6716642
13028	59508000	60036000	59076000	58836000	59436000	60156000	59325559.2203898
13029	59505000	60033000	59073000	58833000	59433000	60153000	59325461.7691154
13030	59526000	60150000	59070000	58830000	59430000	60150000	59325364.3178411
13031	59523000	60147000	59067000	58827000	59427000	60147000	59325278.8605697
13032	59520000	60144000	59064000	58824000	59424000	60144000	59325193.4032984
13033	59517000	60141000	59061000	58821000	59421000	60141000	59325095.952024
13034	59514000	60138000	59058000	58818000	59418000	60138000	59325010.4947526
13035	59511000	60135000	59055000	58815000	59415000	60135000	59324925.0374813
13036	59508000	60132000	59052000	58812000	59412000	60132000	59324839.5802099
13037	59505000	60129000	59049000	58809000	59409000	60129000	59324754.1229385
13038	59502000	60126000	59046000	58806000	59406000	60126000	59324656.6716642
13039	59499000	60123000	59043000	58803000	59403000	60123000	59324559.2203898
13040	59520000	60120000	59160000	58800000	59400000	60120000	59324461.7691154
13041	59517000	60117000	59157000	58797000	59397000	60117000	59324364.3178411
13042	59538000	60114000	59154000	58794000	59514000	60114000	59324266.8665667
13043	59535000	60111000	59151000	58791000	59511000	60111000	59324181.4092954
13044	59532000	60108000	59148000	58788000	59508000	60108000	59324095.952024
13045	59529000	60105000	59145000	58785000	59505000	60105000	59324022.4887556
13046	59526000	60102000	59142000	58782000	59502000	60102000	59323949.0254873
13047	59523000	60099000	59139000	58779000	59499000	60099000	59323875.5622189
13048	59544000	60096000	59256000	58776000	59496000	60096000	59323802.0989505
13049	59541000	60093000	59253000	58773000	59493000	60093000	59323728.6356822
13050	59562000	60090000	59250000	58770000	59610000	60090000	59323655.1724138
13051	59559000	60087000	59247000	58767000	59607000	60087000	59323569.7151424
13052	59556000	60084000	59244000	58764000	59604000	60084000	59323484.2578711
13053	59553000	60081000	59241000	58761000	59601000	60081000	59323386.8065967
13054	59550000	60078000	59238000	58758000	59598000	60078000	59323289.3553223
13055	59547000	60075000	59235000	58755000	59595000	60075000	59323203.898051
13056	59544000	60072000	59232000	58752000	59592000	60072000	59323118.4407796
13057	59541000	60069000	59229000	58749000	59589000	60069000	59323032.9835082
13058	59538000	60066000	59226000	58746000	59586000	60066000	59322947.5262369
13059	59535000	60063000	59223000	58743000	59583000	60063000	59322862.0689655
13060	59532000	60060000	59220000	58740000	59580000	60060000	59322764.6176912
13061	59529000	60057000	59217000	58737000	59577000	60057000	59322667.1664168
13062	59526000	60054000	59214000	58734000	59574000	60054000	59322569.7151424
13063	59523000	60051000	59211000	58731000	59571000	60051000	59322472.2638681
13064	59520000	60048000	59208000	58728000	59568000	60048000	59322374.8125937
13065	59517000	60045000	59205000	58725000	59565000	60045000	59322277.3613193
13066	59514000	60042000	59202000	58722000	59562000	60042000	59322191.904048
13067	59511000	60039000	59199000	58719000	59559000	60039000	59322106.4467766
13068	59508000	60036000	59196000	58716000	59556000	60036000	59322008.9955022
13069	59505000	60033000	59193000	58713000	59553000	60033000	59321911.5442279
13070	59502000	60030000	59190000	58710000	59550000	60030000	59321814.0929535
13071	59499000	60027000	59187000	58707000	59547000	60027000	59321716.6416792
13072	59496000	60024000	59184000	58704000	59544000	60024000	59321619.1904048
13073	59493000	60021000	59181000	58701000	59541000	60021000	59321509.7451274
13074	59490000	60018000	59178000	58698000	59538000	60018000	59321400.2998501
13075	59487000	60015000	59175000	58695000	59535000	60015000	59321290.8545727
13076	59484000	60012000	59172000	58692000	59532000	60012000	59321181.4092954
13077	59481000	60009000	59169000	58689000	59529000	60009000	59321071.964018
13078	59478000	60006000	59166000	58686000	59526000	60006000	59320962.5187406
13079	59475000	60003000	59163000	58683000	59523000	60003000	59320853.0734633
13080	59472000	6e+07	59160000	58680000	59520000	6e+07	59320743.6281859
13081	59469000	59997000	59157000	58677000	59517000	59997000	59320634.1829085
13082	59466000	59994000	59154000	58674000	59514000	59994000	59320524.7376312
13083	59463000	59991000	59151000	58671000	59511000	59991000	59320415.2923538
13084	59460000	59988000	59148000	58668000	59508000	59988000	59320305.8470765
13085	59457000	59985000	59145000	58665000	59505000	59985000	59320196.4017991
13086	59454000	59982000	59142000	58662000	59502000	59982000	59320086.9565217
13087	59451000	59979000	59139000	58659000	59499000	59979000	59319977.5112444
13088	59448000	59976000	59136000	58656000	59496000	59976000	59319856.071964
13089	59445000	59973000	59133000	58653000	59493000	59973000	59319746.6266867
13090	59442000	59970000	59130000	58650000	59490000	59970000	59319637.1814093
13091	59439000	59967000	59127000	58647000	59487000	59967000	59319527.7361319
13092	59436000	59964000	59124000	58644000	59484000	59964000	59319418.2908546
13093	59433000	59961000	59121000	58641000	59481000	59961000	59319308.8455772
13094	59454000	59958000	59238000	58638000	59478000	59958000	59319199.4002998
